id,program_id,label,value,display_order,template_id
304,2483,"Code Change Cycle",,2,11
305,4023,"Code Change Cycle",,2,11
306,4793,"Code Change Cycle","No regular change cycle. Residential and commercial codes effective September 1, 2016.",2,11
307,1813,"Code Change Cycle","New editions of codes are reviewed as soon as practicable after publication. Supplements and amendments are updated annually.",2,11
308,1816,"Code Change Cycle","Three-year review cycle concurrent with the publications of new editions of the model codes. Most recent code effective 7/14/2014.",2,11
309,1815,"Code Change Cycle","State Building Code Council develops new codes on a six-year cycle. Most recent update was effective January 1, 2019.",2,11
310,4021,"Code Change Cycle",,2,11
311,1872,"Code Change Cycle","No set schedule. Most recent update was effective on April 1, 2010. 
",2,11
312,1907,"Code Change Cycle","No set schedule. Most recent update effective: July 1, 2013. Progress Report published in January 2014",2,11
313,1869,"Code Change Cycle","The Building Energy was updated on March 9, 2016 which became effective starting October 3rd, 2016.",2,11
314,1865,"Code Change Cycle","Nevada State Office of Energy is required to adopt the most recent version of the IECC every three years.  Most recent code update was made effective June 26, 2018.",2,11
315,1871,"Code Change Cycle","The state Board of Building Regulations and Standards (BBRS) is required to revise the building code to the latest version of the IECC every three years. Public hearings are held each May and November to consider proposed modifications to the code. Most recent update effective August 12, 2016.",2,11
316,1921,"Code Change Cycle","No set schedule. Most recent update effective July 1, 2020.",2,11
317,1874,"Code Change Cycle","Both the residential and commercial code will be updated every three years.",2,11
318,1873,"Code Change Cycle","Most recent adoption was effective June 1, 2010. 
",2,11
319,1876,"Code Change Cycle","An automatic update provision directs the Capital Development Board to adopt each new version of the IECC within twelve months of its publication, with an effective date six months afterwards. The 2012 IECC took effect on January 1, 2013. The process to adopt the 2015 IECC has begun.",2,11
320,1891,"Code Change Cycle","No set schedule. The current code became effective February 14,  2015.",2,11
321,1888,"Code Change Cycle","No set schedule. Statute requires the standard to be at least as stringent as the IECC 2006, “or the latest version thereof.”",2,11
322,1898,"Code Change Cycle","Three-year code review cycle, concurrent with the publication of new editions of the model codes.  Most recent code effective January 1, 2015",2,11
323,1923,"Code Change Cycle","New editions are considered as they become available. Latest update effective January 1, 2017.",2,11
324,3050,"Code Change Cycle",,2,11
325,3360,"Code Change Cycle",,2,11
326,2973,"Code Change Cycle",,2,11
327,1820,"Code Change Cycle","Beginning in January, 2007, codes are upgraded every 3 years. Last commercial code update effective on August 1, 2012. Last residential code effective January 1, 2011.",2,11
328,1823,"Code Change Cycle","Updated in 2017",2,11
329,4716,"Code Change Cycle",,2,11
330,1702,"Code Change Cycle","No set schedule. Most recent update: April 10, 2007",2,11
331,1707,"Code Change Cycle","Triennial code revision process.",2,11
332,1705,"Code Change Cycle","No set schedule.",2,11
333,66,"Code Change Cycle",,2,11
334,2974,"Code Change Cycle","3 years",2,11
335,2612,"Code Change Cycle","Not more than every four years. Most recent change effective February 14, 2014.",2,11
336,2729,"Code Change Cycle","No regular code change cycle. Commercial and residential codes were effective January 1, 2020.",2,11
337,402,"Code Change Cycle",,2,11
338,1922,"Code Change Cycle","No set cycle.",2,11
339,524,"Code Change Cycle",,2,11
340,3865,"Code Change Cycle","Every 3 years at minimum, or with any updates to the Energy Conservation Code of New York State (ECCNYS).",2,11
341,4725,"Code Change Cycle",,2,11
342,5590,"Code Change Cycle",,2,11
343,5593,"Code Change Cycle",,2,11
344,423,"Code Change Cycle",,2,11
345,2491,"Code Change Cycle",,2,11
346,457,"Code Change Cycle",,2,11
347,5595,"Code Change Cycle",,2,11
348,2465,"Code Change Cycle",,2,11
349,4966,"Code Change Cycle",,2,11
350,1814,"Code Change Cycle","No set schedule. Last updated code was March 14, 2012 and became effective January 1, 2013.",2,11
351,1824,"Code Change Cycle","No set schedule. Most recent update was effective on July 1, 1980.",2,11
352,1825,"Code Change Cycle","Codes are usually reviewed every three years with the publication of the new editions of the model code. Last update effective January 1, 2015.",2,11
353,1827,"Code Change Cycle","Every three years",2,11
354,1854,"Code Change Cycle","Generally reviewed every three years with the publication of the new editions of the International Code Council's series of model codes. Most recent code update effective December 31, 2009.
",2,11
355,1826,"Code Change Cycle","Codes are usually reviewed every three years with the publication of the new editions of the model code. The D.C. Green Building Act of 2006 requires that updated building codes be submitted to the City Council by January 1, 2010 and again every three years thereafter. 
",2,11
356,1855,"Code Change Cycle","Three-year code cycle concurrent with the publication of new editions of the model codes. The most recent code update took effect September 2019.",2,11
357,1857,"Code Change Cycle","Three-year code review/update cycle. Last updated on February 2014, effective October 2014.",2,11
358,1858,"Code Change Cycle","No set schedule. The most recent residential code update was adopted in 2012 and took effect in 2013. The most recent non-residential code update became effective January 1, 2017.",2,11
359,1859,"Code Change Cycle","State codes are revised as necessary. Most recent update effective November 2, 2011
",2,11
360,1861,"Code Change Cycle","Three-year code review/change cycle concurrent with publication of new editions of model codes. Most recent update effective: July 1, 2010. 
",2,11
361,2462,"Code Change Cycle",,2,11
362,1862,"Code Change Cycle","It begins every three years with the availability of new editions of or supplements to the International Code Council model codes. 
",2,11
363,1863,"Code Change Cycle","Three-year code review/change cycle. Most recent update effective: July 1, 2016.",2,11
364,2471,"Code Change Cycle",,2,11
365,5624,"Code Change Cycle",,2,11
366,5625,"Code Change Cycle",,2,11
367,3558,"Code Change Cycle",,2,11
368,4795,"Code Change Cycle",,2,11
369,3687,"Code Change Cycle",,2,11
370,4743,"Code Change Cycle",,2,11
371,4748,"Code Change Cycle","Code will be revisited every three years",2,11
372,4871,"Code Change Cycle",,2,11
373,2987,Jurisdictions,,3,12
374,1821,Jurisdictions,,3,12
375,380,Jurisdictions,,3,12
376,3035,Jurisdictions,,3,12
377,405,Jurisdictions,,3,12
378,1877,Jurisdictions,,3,12
379,1878,Jurisdictions,,3,12
380,1879,Jurisdictions,,3,12
381,1880,Jurisdictions,,3,12
382,1881,Jurisdictions,,3,12
383,1884,Jurisdictions,,3,12
384,1883,Jurisdictions,,3,12
385,1856,Jurisdictions,,3,12
386,1909,Jurisdictions,,3,12
387,1911,Jurisdictions,,3,12
388,1899,Jurisdictions,,3,12
389,2655,Jurisdictions,,3,12
390,1900,Jurisdictions,,3,12
391,1875,Jurisdictions,,3,12
392,1890,Jurisdictions,,3,12
393,2749,Jurisdictions,,3,12
394,2976,Jurisdictions,,3,12
395,2483,Jurisdictions,,3,12
396,4023,Jurisdictions,,3,12
397,4793,Jurisdictions,,3,12
398,1813,Jurisdictions,,3,12
399,1816,Jurisdictions,,3,12
400,1815,Jurisdictions,,3,12
401,4021,Jurisdictions,,3,12
402,1872,Jurisdictions,,3,12
403,1907,Jurisdictions,,3,12
404,1869,Jurisdictions,"Mandatory statewide",3,12
405,1865,Jurisdictions,,3,12
406,1871,Jurisdictions,,3,12
407,1921,Jurisdictions,,3,12
408,1874,Jurisdictions,,3,12
409,1873,Jurisdictions,,3,12
410,1876,Jurisdictions,,3,12
411,1891,Jurisdictions,,3,12
412,1888,Jurisdictions,,3,12
413,1898,Jurisdictions,,3,12
414,1923,Jurisdictions,"No statewide mandatory building code. Local jurisdictions may adopt the State Building Code.",3,12
415,3050,Jurisdictions,,3,12
416,3360,Jurisdictions,,3,12
417,2973,Jurisdictions,,3,12
418,1820,Jurisdictions,Statewide,3,12
419,1823,Jurisdictions,"Mandatory throughout state",3,12
420,4716,Jurisdictions,,3,12
421,1702,Jurisdictions,,3,12
422,1707,Jurisdictions,,3,12
423,1705,Jurisdictions,,3,12
424,66,Jurisdictions,,3,12
425,2974,Jurisdictions,,3,12
426,2612,Jurisdictions,,3,12
427,2729,Jurisdictions,,3,12
428,402,Jurisdictions,,3,12
429,1922,Jurisdictions,,3,12
430,524,Jurisdictions,,3,12
431,3865,Jurisdictions,,3,12
432,4725,Jurisdictions,,3,12
433,5590,Jurisdictions,,3,12
434,5593,Jurisdictions,,3,12
435,423,Jurisdictions,,3,12
436,2491,Jurisdictions,,3,12
437,457,Jurisdictions,,3,12
438,5595,Jurisdictions,,3,12
439,2465,Jurisdictions,,3,12
440,4966,Jurisdictions,,3,12
441,1814,Jurisdictions,,3,12
442,1824,Jurisdictions,,3,12
443,1825,Jurisdictions,"Mandatory statewide",3,12
444,1827,Jurisdictions,"Mandatory statewide",3,12
445,1854,Jurisdictions,,3,12
446,1826,Jurisdictions,"Mandatory across the District",3,12
447,1855,Jurisdictions,"Applies throughout the State with limited exemptions for health care facilities, on-site water supply and sewage disposal systems, and commercial farms.",3,12
448,1857,Jurisdictions,,3,12
449,1858,Jurisdictions,,3,12
450,1859,Jurisdictions,Statewide.,3,12
451,1861,Jurisdictions,"Mandatory Statewide",3,12
452,2462,Jurisdictions,,3,12
453,1862,Jurisdictions,,3,12
454,1863,Jurisdictions,,3,12
455,2471,Jurisdictions,,3,12
456,5624,Jurisdictions,,3,12
457,5625,Jurisdictions,,3,12
458,3558,Jurisdictions,,3,12
459,4795,Jurisdictions,,3,12
460,3687,Jurisdictions,,3,12
461,4743,Jurisdictions,,3,12
462,4748,Jurisdictions,,3,12
463,4871,Jurisdictions,,3,12
464,81,"Incentive Amount","10% of amortized cost",0,13
465,726,"Incentive Amount","Varies by vehicle size and year/ varies for refueling property",0,13
466,5538,"Incentive Amount",,0,13
467,148,"Incentive Amount",100%,0,13
468,1271,"Incentive Amount","$0.30-$1.80 per square foot, depending on technology and amount of energy reduction. Amounts adjusted for inflation annually",0,13
469,1158,"Incentive Amount","Residential: 100% of first $1,000 expended, smaller amounts for subsequent spending<br>
Non-Residential: 100% of first $2,000 expended, smaller amounts for subsequent spending
",0,13
470,81,"Maximum Incentive",,1,14
471,726,"Maximum Incentive","$2,000 cars; $5,000 - $50,000 trucks, vans/ $100,000 for refueling property",1,14
472,5538,"Maximum Incentive","Year 1: 55% of amortized costs in that year <br>
Years 2-10: 5% of amortized costs in each succeeding year",1,14
473,148,"Maximum Incentive","None specified",1,14
474,1271,"Maximum Incentive","$1.80 per square foot",1,14
475,1158,"Maximum Incentive","Residential: $1,800<br>
Non-Residential: $3,600",1,14
